"year","state","fips","totalvotes","DEMOCRAT","REPUBLICAN","OTHER","lagDEM","lagREP","lagOTH"
1984,"GA","13213",5170,1649,3521,0,3094,1538,69
1988,"GA","13213",5700,1679,3996,25,1649,3521,0
1992,"GA","13213",7214,2764,3256,1194,1679,3996,25
1996,"GA","13213",7124,2861,3289,974,2764,3256,1194
2000,"GA","13213",8372,2684,5539,149,2861,3289,974
2004,"GA","13213",10700,2899,7745,56,2684,5539,149
2008,"GA","13213",11447,3026,8180,241,2899,7745,56
2012,"GA","13213",11255,2542,8443,270,3026,8180,241
2016,"GA","13213",12458,1800,10341,317,2542,8443,270
2020,"GA","13213",15389,2301,12944,144,1800,10341,317
1948,"GA","13215",10203,5920,2443,1840,NA,NA,NA
1952,"GA","13215",19034,11220,7814,0,5920,2443,1840
1956,"GA","13215",16523,8160,8176,187,11220,7814,0
1960,"GA","13215",18136,8553,9578,5,8160,8176,187
1964,"GA","13215",33474,12446,21025,3,8553,9578,5
1968,"GA","13215",34590,7591,11193,15806,12446,21025,3
1972,"GA","13215",36683,8234,28449,0,7591,11193,15806
1976,"GA","13215",37588,24092,13496,0,8234,28449,0
1980,"GA","13215",39566,23272,15203,1091,24092,13496,0
1984,"GA","13215",44651,20835,23816,0,23272,15203,1091
1988,"GA","13215",42000,18772,23058,170,20835,23816,0
1992,"GA","13215",51280,25476,21386,4418,18772,23058,170
1996,"GA","13215",46248,24867,19360,2021,25476,21386,4418
2000,"GA","13215",52163,28193,23479,491,24867,19360,2021
2004,"GA","13215",64052,32867,30850,335,28193,23479,491
2008,"GA","13215",74162,44158,29568,436,32867,30850,335
2012,"GA","13215",70715,42573,27510,632,44158,29568,436
2016,"GA","13215",69032,39851,26976,2205,42573,27510,632
2020,"GA","13215",80514,49446,30107,961,39851,26976,2205
1948,"GA","13217",2500,2113,243,144,NA,NA,NA
1952,"GA","13217",3960,3529,431,0,2113,243,144
1956,"GA","13217",3764,3232,532,0,3529,431,0
1960,"GA","13217",3893,3185,708,0,3232,532,0
1964,"GA","13217",6298,3620,2678,0,3185,708,0
1968,"GA","13217",6675,1996,1660,3019,3620,2678,0
1972,"GA","13217",6027,1380,4647,0,1996,1660,3019
1976,"GA","13217",8431,6294,2137,0,1380,4647,0
1980,"GA","13217",9056,5611,3206,239,6294,2137,0
1984,"GA","13217",9199,3389,5810,0,5611,3206,239
1988,"GA","13217",8969,3111,5809,49,3389,5810,0
1992,"GA","13217",13659,5811,5804,2044,3111,5809,49
1996,"GA","13217",15443,6759,7274,1410,5811,5804,2044
2000,"GA","13217",18375,6703,11127,545,6759,7274,1410
2004,"GA","13217",29191,10939,18095,157,6703,11127,545
2008,"GA","13217",41482,20827,20337,318,10939,18095,157
2012,"GA","13217",43309,21851,20982,476,20827,20337,318
2016,"GA","13217",43987,21943,20913,1131,21851,20982,476
2020,"GA","13217",54234,29789,23869,576,21943,20913,1131
1948,"GA","13219",935,579,94,262,NA,NA,NA
1952,"GA","13219",1519,1182,337,0,579,94,262
1956,"GA","13219",1478,1159,314,5,1182,337,0
1960,"GA","13219",1515,1218,297,0,1159,314,5
1964,"GA","13219",2314,1073,1241,0,1218,297,0
1968,"GA","13219",2532,414,713,1405,1073,1241,0
1972,"GA","13219",2493,464,2029,0,414,713,1405
1976,"GA","13219",3412,2228,1184,0,464,2029,0
1980,"GA","13219",4367,2141,2065,161,2228,1184,0
1984,"GA","13219",4938,1467,3471,0,2141,2065,161
1988,"GA","13219",6282,1990,4265,27,1467,3471,0
1992,"GA","13219",8076,2745,4125,1206,1990,4265,27
1996,"GA","13219",8813,2992,5116,705,2745,4125,1206
2000,"GA","13219",11168,3184,7611,373,2992,5116,705
2004,"GA","13219",14199,3789,10276,134,3184,7611,373
2008,"GA","13219",17174,4825,12120,229,3789,10276,134
2012,"GA","13219",17859,4421,13098,340,4825,12120,229
2016,"GA","13219",20149,5581,13425,1143,4421,13098,340
2020,"GA","13219",25168,8162,16595,411,5581,13425,1143
1948,"GA","13221",1118,819,62,237,NA,NA,NA
1952,"GA","13221",1669,1461,208,0,819,62,237
1956,"GA","13221",1572,1404,167,1,1461,208,0
1960,"GA","13221",1548,1406,142,0,1404,167,1
1964,"GA","13221",1990,864,1126,0,1406,142,0
1968,"GA","13221",2603,483,383,1737,864,1126,0
1972,"GA","13221",2038,326,1712,0,483,383,1737
1976,"GA","13221",2665,1854,811,0,326,1712,0
1980,"GA","13221",2856,1611,1187,58,1854,811,0
1984,"GA","13221",3360,1238,2122,0,1611,1187,58
1988,"GA","13221",3116,1154,1951,11,1238,2122,0
1992,"GA","13221",3703,1491,1590,622,1154,1951,11
1996,"GA","13221",3802,1570,1826,406,1491,1590,622
2000,"GA","13221",4385,1519,2706,160,1570,1826,406
2004,"GA","13221",5638,1899,3688,51,1519,2706,160
2008,"GA","13221",6463,2232,4144,87,1899,3688,51
2012,"GA","13221",6285,1914,4251,120,2232,4144,87
2016,"GA","13221",6674,1831,4625,218,1914,4251,120
2020,"GA","13221",8133,2439,5592,102,1831,4625,218
1948,"GA","13223",1456,981,333,142,NA,NA,NA
1952,"GA","13223",2940,2152,788,0,981,333,142
1956,"GA","13223",2539,1599,940,0,2152,788,0
1960,"GA","13223",3208,2396,812,0,1599,940,0
1964,"GA","13223",4428,2514,1914,0,2396,812,0
1968,"GA","13223",5054,1023,977,3054,2514,1914,0
1972,"GA","13223",3818,1004,2814,0,1023,977,3054
1976,"GA","13223",6852,5420,1432,0,1004,2814,0
1980,"GA","13223",7717,4686,2845,186,5420,1432,0
1984,"GA","13223",8669,2621,6048,0,4686,2845,186
1988,"GA","13223",10091,2717,7329,45,2621,6048,0
1992,"GA","13223",15088,5212,7180,2696,2717,7329,45
1996,"GA","13223",17633,5699,10152,1782,5212,7180,2696
2000,"GA","13223",24260,6743,16881,636,5699,10152,1782
2004,"GA","13223",40514,9420,30843,251,6743,16881,636
2008,"GA","13223",57076,17229,39192,655,9420,30843,251
2012,"GA","13223",57543,15825,40846,872,17229,39192,655
2016,"GA","13223",64890,18025,44662,2203,15825,40846,872
2020,"GA","13223",85372,29695,54517,1160,18025,44662,2203
1948,"GA","13225",1193,642,166,385,NA,NA,NA
1952,"GA","13225",1898,1523,374,1,642,166,385
1956,"GA","13225",2005,1541,461,3,1523,374,1
1960,"GA","13225",2073,1433,628,12,1541,461,3
1964,"GA","13225",3556,1585,1970,1,1433,628,12
1968,"GA","13225",3904,1362,904,1638,1585,1970,1
1972,"GA","13225",6160,2413,3747,0,1362,904,1638
1976,"GA","13225",5152,3989,1163,0,2413,3747,0
1980,"GA","13225",5170,3415,1642,113,3989,1163,0
1984,"GA","13225",6021,3369,2652,0,3415,1642,113
1988,"GA","13225",5796,2972,2782,42,3369,2652,0
1992,"GA","13225",6973,3677,2327,969,2972,2782,42
1996,"GA","13225",6752,3582,2676,494,3677,2327,969
2000,"GA","13225",7137,3540,3525,72,3582,2676,494
2004,"GA","13225",8554,3961,4554,39,3540,3525,72
2008,"GA","13225",11196,5927,5173,96,3961,4554,39
2012,"GA","13225",11537,6148,5287,102,5927,5173,96
2016,"GA","13225",10752,5100,5413,239,6148,5287,102
2020,"GA","13225",12553,5922,6506,125,5100,5413,239
1948,"GA","13227",2722,1239,1255,228,NA,NA,NA
1952,"GA","13227",2640,1312,1328,0,1239,1255,228
1956,"GA","13227",3577,1236,2341,0,1312,1328,0
1960,"GA","13227",3416,1473,1943,0,1236,2341,0
1964,"GA","13227",3885,1930,1955,0,1473,1943,0
1968,"GA","13227",3728,677,1659,1392,1930,1955,0
1972,"GA","13227",2621,520,2101,0,677,1659,1392
1976,"GA","13227",3544,2571,973,0,520,2101,0
1980,"GA","13227",4077,2358,1612,107,2571,973,0
1984,"GA","13227",4130,1329,2801,0,2358,1612,107
1988,"GA","13227",4474,1430,3021,23,1329,2801,0
1992,"GA","13227",5748,2359,2332,1057,1430,3021,23
1996,"GA","13227",6566,2693,3041,832,2359,2332,1057
2000,"GA","13227",8201,2489,5488,224,2693,3041,832
2004,"GA","13227",10639,2444,8115,80,2489,5488,224
2008,"GA","13227",12813,2595,10004,214,2444,8115,80
2012,"GA","13227",12702,1975,10547,180,2595,10004,214
2016,"GA","13227",14058,1979,11651,428,1975,10547,180
2020,"GA","13227",17167,2824,14110,233,1979,11651,428
1948,"GA","13229",1514,908,108,498,NA,NA,NA
1952,"GA","13229",2495,1903,592,0,908,108,498
1956,"GA","13229",2152,1766,386,0,1903,592,0
1960,"GA","13229",1995,1449,544,2,1766,386,0
1964,"GA","13229",2963,982,1981,0,1449,544,2
1968,"GA","13229",3230,507,579,2144,982,1981,0
1972,"GA","13229",2251,269,1982,0,507,579,2144
1976,"GA","13229",3172,2628,544,0,269,1982,0
1980,"GA","13229",2985,1918,1027,40,2628,544,0
1984,"GA","13229",3479,1501,1978,0,1918,1027,40
1988,"GA","13229",3509,1558,1947,4,1501,1978,0
1992,"GA","13229",4472,1852,1899,721,1558,1947,4
1996,"GA","13229",4088,1420,2319,349,1852,1899,721
2000,"GA","13229",4681,1300,3348,33,1420,2319,349
2004,"GA","13229",5925,1234,4680,11,1300,3348,33
2008,"GA","13229",6797,1253,5500,44,1234,4680,11
2012,"GA","13229",6855,1124,5667,64,1253,5500,44
2016,"GA","13229",7311,903,6302,106,1124,5667,64
2020,"GA","13229",9047,1100,7898,49,903,6302,106
1948,"GA","13231",472,256,72,144,NA,NA,NA
1952,"GA","13231",1534,1248,286,0,256,72,144
1956,"GA","13231",1277,1067,210,0,1248,286,0
1960,"GA","13231",1283,1028,255,0,1067,210,0
1964,"GA","13231",2010,946,1064,0,1028,255,0
1968,"GA","13231",2419,632,345,1442,946,1064,0
1972,"GA","13231",1855,423,1432,0,632,345,1442
1976,"GA","13231",2679,1903,776,0,423,1432,0
1980,"GA","13231",3094,1755,1271,68,1903,776,0
1984,"GA","13231",3058,1203,1855,0,1755,1271,68
1988,"GA","13231",3274,1176,2074,24,1203,1855,0
1992,"GA","13231",4104,1651,1822,631,1176,2074,24
1996,"GA","13231",3911,1474,2054,383,1651,1822,631
2000,"GA","13231",4885,1413,3358,114,1474,2054,383
2004,"GA","13231",6749,1506,5193,50,1413,3358,114
2008,"GA","13231",8221,1575,6547,99,1506,5193,50
2012,"GA","13231",8139,1356,6668,115,1575,6547,99
2016,"GA","13231",8725,1240,7278,207,1356,6668,115
2020,"GA","13231",10720,1505,9127,88,1240,7278,207
1948,"GA","13233",3706,2918,491,297,NA,NA,NA
1952,"GA","13233",5746,4447,1299,0,2918,491,297
1956,"GA","13233",6601,4502,2098,1,4447,1299,0
1960,"GA","13233",6097,4351,1746,0,4502,2098,1
1964,"GA","13233",7840,4555,3282,3,4351,1746,0
1968,"GA","13233",7976,2007,1729,4240,4555,3282,3
1972,"GA","13233",6246,1317,4929,0,2007,1729,4240
1976,"GA","13233",8059,6115,1944,0,1317,4929,0
1980,"GA","13233",8562,5421,2949,192,6115,1944,0
1984,"GA","13233",8697,3262,5435,0,5421,2949,192
1988,"GA","13233",8461,2977,5454,30,3262,5435,0
1992,"GA","13233",10668,4872,4158,1638,2977,5454,30
1996,"GA","13233",9550,4298,4130,1122,4872,4158,1638
2000,"GA","13233",10116,4112,5841,163,4298,4130,1122
2004,"GA","13233",12420,3868,8467,85,4112,5841,163
2008,"GA","13233",14153,4052,9850,251,3868,8467,85
2012,"GA","13233",13648,3615,9811,222,4052,9850,251
2016,"GA","13233",14215,2867,11014,334,3615,9811,222
2020,"GA","13233",17396,3657,13587,152,2867,11014,334
1948,"GA","13235",794,567,64,163,NA,NA,NA
1952,"GA","13235",1737,1572,165,0,567,64,163
1956,"GA","13235",1593,1422,171,0,1572,165,0
1960,"GA","13235",1490,1156,334,0,1422,171,0
1964,"GA","13235",2726,953,1768,5,1156,334,0
1968,"GA","13235",2678,514,595,1569,953,1768,5
1972,"GA","13235",2410,444,1966,0,514,595,1569
1976,"GA","13235",2803,2318,485,0,444,1966,0
1980,"GA","13235",3232,1997,1153,82,2318,485,0
1984,"GA","13235",2949,1440,1509,0,1997,1153,82
1988,"GA","13235",2888,1476,1400,12,1440,1509,0
1992,"GA","13235",3451,1756,1075,620,1476,1400,12
1996,"GA","13235",3030,1554,1196,280,1756,1075,620
2000,"GA","13235",3346,1390,1922,34,1554,1196,280
2004,"GA","13235",3517,1294,2202,21,1390,1922,34
2008,"GA","13235",3962,1377,2553,32,1294,2202,21
2012,"GA","13235",3685,1219,2444,22,1377,2553,32
2016,"GA","13235",3605,1104,2437,64,1219,2444,22
2020,"GA","13235",4081,1230,2815,36,1104,2437,64
1948,"GA","13237",854,609,110,135,NA,NA,NA
1952,"GA","13237",1501,1251,250,0,609,110,135
1956,"GA","13237",1361,1093,268,0,1251,250,0
1960,"GA","13237",1409,1104,305,0,1093,268,0
1964,"GA","13237",2214,1018,1196,0,1104,305,0
1968,"GA","13237",2743,972,594,1177,1018,1196,0
1972,"GA","13237",2567,604,1963,0,972,594,1177
1976,"GA","13237",2875,2040,835,0,604,1963,0
1980,"GA","13237",3177,1951,1166,60,2040,835,0
1984,"GA","13237",3166,1336,1830,0,1951,1166,60
1988,"GA","13237",3656,1532,2111,13,1336,1830,0
1992,"GA","13237",4694,2149,1756,789,1532,2111,13
1996,"GA","13237",5146,2340,2306,500,2149,1756,789
2000,"GA","13237",6299,2612,3596,91,2340,2306,500
2004,"GA","13237",8118,2880,5188,50,2612,3596,91
2008,"GA","13237",9139,3102,5966,71,2880,5188,50
2012,"GA","13237",9229,2926,6215,88,3102,5966,71
2016,"GA","13237",9488,2758,6544,186,2926,6215,88
2020,"GA","13237",11855,3448,8291,116,2758,6544,186
1948,"GA","13239",361,246,19,96,NA,NA,NA
1952,"GA","13239",425,332,93,0,246,19,96
1956,"GA","13239",386,355,31,0,332,93,0
1960,"GA","13239",455,388,67,0,355,31,0
1964,"GA","13239",607,230,377,0,388,67,0
1968,"GA","13239",747,198,90,459,230,377,0
1972,"GA","13239",642,140,502,0,198,90,459
1976,"GA","13239",990,677,313,0,140,502,0
1980,"GA","13239",837,589,240,8,677,313,0
1984,"GA","13239",851,490,361,0,589,240,8
1988,"GA","13239",738,436,296,6,490,361,0
1992,"GA","13239",922,523,284,115,436,296,6
1996,"GA","13239",797,514,224,59,523,284,115
2000,"GA","13239",904,542,348,14,514,224,59
2004,"GA","13239",965,543,409,13,542,348,14
2008,"GA","13239",1116,597,509,10,543,409,13
2012,"GA","13239",1128,612,510,6,597,509,10
2016,"GA","13239",1044,461,575,8,612,510,6
2020,"GA","13239",1106,497,604,5,461,575,8
1948,"GA","13241",969,747,165,57,NA,NA,NA
1952,"GA","13241",1769,1320,449,0,747,165,57
1956,"GA","13241",1808,1391,413,4,1320,449,0
1960,"GA","13241",2016,1552,464,0,1391,413,4
1964,"GA","13241",2347,1796,551,0,1552,464,0
1968,"GA","13241",2679,590,680,1409,1796,551,0
1972,"GA","13241",1843,366,1477,0,590,680,1409
1976,"GA","13241",2989,2398,591,0,366,1477,0
1980,"GA","13241",3495,2327,1070,98,2398,591,0
1984,"GA","13241",3458,1267,2191,0,2327,1070,98
1988,"GA","13241",3608,1301,2278,29,1267,2191,0
1992,"GA","13241",4622,1878,1902,842,1301,2278,29
1996,"GA","13241",4767,1943,2213,611,1878,1902,842
2000,"GA","13241",5341,1776,3451,114,1943,2213,611
2004,"GA","13241",6643,1918,4650,75,1776,3451,114
2008,"GA","13241",7633,2001,5487,145,1918,4650,75
2012,"GA","13241",7465,1559,5754,152,2001,5487,145
2016,"GA","13241",7992,1444,6287,261,1559,5754,152
2020,"GA","13241",9568,1984,7474,110,1444,6287,261
1948,"GA","13243",970,575,134,261,NA,NA,NA
1952,"GA","13243",1926,1419,507,0,575,134,261
1956,"GA","13243",2129,1582,547,0,1419,507,0
1960,"GA","13243",1893,1436,457,0,1582,547,0
1964,"GA","13243",2621,962,1656,3,1436,457,0
1968,"GA","13243",2968,1028,502,1438,962,1656,3
1972,"GA","13243",2401,798,1603,0,1028,502,1438
1976,"GA","13243",2933,2186,747,0,798,1603,0
1980,"GA","13243",2743,1861,879,3,2186,747,0
1984,"GA","13243",3032,1454,1578,0,1861,879,3
1988,"GA","13243",2695,1369,1319,7,1454,1578,0
1992,"GA","13243",2959,1756,887,316,1369,1319,7
1996,"GA","13243",2383,1438,816,129,1756,887,316
2000,"GA","13243",2569,1381,1174,14,1438,816,129
2004,"GA","13243",3050,1612,1418,20,1381,1174,14
2008,"GA","13243",3217,1833,1370,14,1612,1418,20
2012,"GA","13243",3060,1770,1271,19,1833,1370,14
2016,"GA","13243",2899,1598,1271,30,1770,1271,19
2020,"GA","13243",3073,1671,1390,12,1598,1271,30
1948,"GA","13245",12846,2450,1528,8868,NA,NA,NA
1952,"GA","13245",17931,8584,9347,0,2450,1528,8868
1956,"GA","13245",17365,6819,10251,295,8584,9347,0
1960,"GA","13245",21849,9868,11978,3,6819,10251,295
1964,"GA","13245",35029,13545,21481,3,9868,11978,3
1968,"GA","13245",36302,11770,14993,9539,13545,21481,3
1972,"GA","13245",33581,9219,24362,0,11770,14993,9539
1976,"GA","13245",41935,24042,17893,0,9219,24362,0
1980,"GA","13245",44871,24104,19619,1148,24042,17893,0
1984,"GA","13245",51077,21208,29869,0,24104,19619,1148
1988,"GA","13245",48258,20489,27566,203,21208,29869,0
1992,"GA","13245",59523,28910,24227,6386,20489,27566,203
1996,"GA","13245",56869,30738,23670,2461,28910,24227,6386
2000,"GA","13245",57538,31413,25485,640,30738,23670,2461
2004,"GA","13245",69376,39262,29764,350,31413,25485,640
2008,"GA","13245",79422,52100,26842,480,39262,29764,350
2012,"GA","13245",79174,52560,25845,769,52100,26842,480
2016,"GA","13245",75515,48814,24461,2240,52560,25845,769
2020,"GA","13245",87009,59119,26780,1110,48814,24461,2240
1948,"GA","13247",1481,1209,126,146,NA,NA,NA
1952,"GA","13247",1986,1665,321,0,1209,126,146
1956,"GA","13247",2263,1779,484,0,1665,321,0
1960,"GA","13247",2261,1765,496,0,1779,484,0
1964,"GA","13247",3475,1972,1503,0,1765,496,0
1968,"GA","13247",4623,1213,1195,2215,1972,1503,0
1972,"GA","13247",4351,791,3560,0,1213,1195,2215
1976,"GA","13247",7614,4640,2974,0,791,3560,0
1980,"GA","13247",10067,4395,5300,372,4640,2974,0
1984,"GA","13247",13412,3291,10121,0,4395,5300,372
1988,"GA","13247",16826,4330,12413,83,3291,10121,0
1992,"GA","13247",22690,7003,11945,3742,4330,12413,83
1996,"GA","13247",22696,7656,13006,2034,7003,11945,3742
2000,"GA","13247",24649,8295,15440,914,7656,13006,2034
2004,"GA","13247",31206,12136,18856,214,8295,15440,914
2008,"GA","13247",37784,20526,16921,337,12136,18856,214
2012,"GA","13247",38156,22023,15716,417,20526,16921,337
2016,"GA","13247",37869,23255,13478,1136,22023,15716,417
2020,"GA","13247",44681,31237,13014,430,23255,13478,1136
1948,"GA","13249",375,257,43,75,NA,NA,NA
1952,"GA","13249",584,436,148,0,257,43,75
1956,"GA","13249",565,441,117,7,436,148,0
1960,"GA","13249",605,467,138,0,441,117,7
1964,"GA","13249",954,377,577,0,467,138,0
1968,"GA","13249",1092,309,164,619,377,577,0
1972,"GA","13249",856,162,694,0,309,164,619
1976,"GA","13249",1051,783,268,0,162,694,0
1980,"GA","13249",1085,613,453,19,783,268,0
1984,"GA","13249",1017,403,614,0,613,453,19
1988,"GA","13249",1078,439,635,4,403,614,0
1992,"GA","13249",1296,601,511,184,439,635,4
1996,"GA","13249",1170,576,470,124,601,511,184
2000,"GA","13249",1176,460,706,10,576,470,124
2004,"GA","13249",1532,464,1063,5,460,706,10
2008,"GA","13249",1739,479,1252,8,464,1063,5
2012,"GA","13249",1752,448,1286,18,479,1252,8
2016,"GA","13249",1909,401,1472,36,448,1286,18
2020,"GA","13249",2275,462,1800,13,401,1472,36
1948,"GA","13251",1513,838,172,503,NA,NA,NA
1952,"GA","13251",2276,1584,692,0,838,172,503
1956,"GA","13251",1865,1332,521,12,1584,692,0
1960,"GA","13251",2489,1490,957,42,1332,521,12
1964,"GA","13251",3706,1446,2260,0,1490,957,42
1968,"GA","13251",4157,1411,916,1830,1446,2260,0
1972,"GA","13251",2977,575,2402,0,1411,916,1830
1976,"GA","13251",3344,2168,1176,0,575,2402,0
1980,"GA","13251",3664,2117,1490,57,2168,1176,0
1984,"GA","13251",4330,1747,2583,0,2117,1490,57
1988,"GA","13251",3659,1461,2178,20,1747,2583,0
1992,"GA","13251",4366,1940,1705,721,1461,2178,20
1996,"GA","13251",4219,2087,1862,270,1940,1705,721
2000,"GA","13251",4719,2233,2461,25,2087,1862,270
2004,"GA","13251",5928,2534,3360,34,2233,2461,25
2008,"GA","13251",6487,3024,3423,40,2534,3360,34
2012,"GA","13251",6111,2774,3287,50,3024,3423,40
2016,"GA","13251",5715,2300,3305,110,2774,3287,50
2020,"GA","13251",6627,2661,3915,51,2300,3305,110
1948,"GA","13253",899,722,105,72,NA,NA,NA
1952,"GA","13253",1302,1126,176,0,722,105,72
1956,"GA","13253",1474,1343,129,2,1126,176,0
1960,"GA","13253",1656,1579,77,0,1343,129,2
1964,"GA","13253",1721,427,1294,0,1579,77,0
1968,"GA","13253",2493,369,201,1923,427,1294,0
1972,"GA","13253",2227,376,1851,0,369,201,1923
1976,"GA","13253",2755,2074,681,0,376,1851,0
1980,"GA","13253",2936,1794,1117,25,2074,681,0
1984,"GA","13253",2986,1350,1636,0,1794,1117,25
1988,"GA","13253",2645,1171,1469,5,1350,1636,0
1992,"GA","13253",2519,1193,850,476,1171,1469,5
1996,"GA","13253",2524,1265,1003,256,1193,850,476
